date,attendence,time,weather
"Saturday, September 19, 2015","Attendance: 32,768","Day Game, on grass","Start Time Weather: 86° F, Wind 5mph out to Centerfield, Cloudy."
"Sunday, September 20, 2015","Attendance: 28,444","Day Game, on grass","Start Time Weather: 72° F, Wind 3mph in from Leftfield, Cloudy."
"Tuesday, September 22, 2015","Attendance: 27,338","Night Game, on grass","Start Time Weather: 71° F, Wind 9mph in from Rightfield, Cloudy."
"Wednesday, September 23, 2015","Attendance: 27,991","Night Game, on grass","Start Time Weather: 74° F, Wind 5mph in from Rightfield, Sunny."
"Thursday, September 24, 2015","Attendance: 28,456","Day Game, on grass","Start Time Weather: 76° F, Wind 9mph in from Rightfield, Cloudy."
"Friday, September 25, 2015","Attendance: 31,019","Night Game, on grass","Start Time Weather: 70° F, Wind 9mph in from Rightfield, Overcast."
"Saturday, September 26, 2015","Attendance: 32,086","Day Game, on grass","Start Time Weather: 70° F, Wind 11mph in from Rightfield."
"Sunday, September 27, 2015","Attendance: 28,661","Day Game, on grass","Start Time Weather: 69° F, Wind 6mph in from Rightfield."
"Monday, September 28, 2015","Attendance: 24,420","Day Game, on grass","Start Time Weather: 80° F, Wind 2mph from Right to Left."
"Friday, April 4, 2014","Attendance: 42,834","Day Game, on grass","Start Time Weather: 55° F, Wind 5mph from Right to Left, Overcast."
"Saturday, April 5, 2014","Attendance: 37,841","Night Game, on grass","Start Time Weather: 51° F, Wind 11mph in from Leftfield."
"Sunday, April 6, 2014","Attendance: 34,327","Day Game, on grass","Start Time Weather: 50° F, Wind 7mph out to Leftfield, Sunny."
"Tuesday, April 8, 2014","Attendance: 21,728","Night Game, on grass","Start Time Weather: 58° F, Wind 6mph from Left to Right, Cloudy."
"Wednesday, April 9, 2014","Attendance: 21,190","Night Game, on grass","Start Time Weather: 61° F, Wind 4mph out to Leftfield, Cloudy."
"Thursday, April 10, 2014","Attendance: 20,869","Day Game, on grass","Start Time Weather: 67° F, Wind 6mph out to Leftfield, Sunny."
"Thursday, April 17, 2014","Attendance: 28,987","Night Game, on grass","Start Time Weather: 49° F, Wind 12mph from Right to Left, Sunny."
"Friday, April 18, 2014","Attendance: 31,237","Night Game, on grass","Start Time Weather: 50° F, Wind 2mph from Right to Left."
"Saturday, April 19, 2014","Attendance: 41,084","Day Game, on grass","Start Time Weather: 64° F, Wind 6mph in from Leftfield, Cloudy."
"Sunday, April 20, 2014","Attendance: 27,653","Day Game, on grass","Start Time Weather: 58° F, Wind 11mph in from Rightfield, Cloudy."
"Monday, April 21, 2014","Attendance: 24,371","Night Game, on grass","Start Time Weather: 67° F, Wind 3mph out to Centerfield, Sunny."
"Tuesday, April 22, 2014","Attendance: 21,915","Night Game, on grass","Start Time Weather: 68° F, Wind 4mph out to Centerfield."
"Wednesday, April 23, 2014","Attendance: 22,504","Night Game, on grass","Start Time Weather: 54° F, Wind 12mph in from Leftfield, Sunny."
"Thursday, April 24, 2014","Attendance: 22,904","Night Game, on grass","Start Time Weather: 62° F, Wind 8mph in from Leftfield, Cloudy."
"Friday, April 25, 2014","Attendance: 25,497","Night Game, on grass","Start Time Weather: 53° F, Wind 6mph from Right to Left, Rain."
"Saturday, April 26, 2014","Attendance: 31,590","Day Game, on grass","Start Time Weather: 66° F, Wind 12mph in from Leftfield, Sunny."
"Sunday, April 27, 2014","Attendance: 34,873","Day Game, on grass","Start Time Weather: 60° F, Wind 7mph in from Leftfield, Sunny."
"Monday, May 5, 2014","Attendance: 25,447","Night Game, on grass","Start Time Weather: 63° F, Wind 5mph in from Centerfield."
"Tuesday, May 6, 2014","Attendance: 30,143","Night Game, on grass","Start Time Weather: 73° F, Wind 7mph in from Leftfield, Sunny."
"Wednesday, May 7, 2014","Attendance: 34,756","Day Game, on grass","Start Time Weather: 57° F, Wind 5mph in from Leftfield, Overcast."
"Friday, May 16, 2014","Attendance: 34,413","Night Game, on grass","Start Time Weather: 67° F, Wind 6mph in from Leftfield, Cloudy."
"Saturday, May 17, 2014","Attendance: 41,225","Day Game, on grass","Start Time Weather: 64° F, Wind 6mph out to Rightfield."
"Sunday, May 18, 2014","Attendance: 36,965","Day Game, on grass","Start Time Weather: 64° F, Wind 5mph in from Leftfield, Sunny."
"Monday, May 19, 2014","Attendance: 24,505","Night Game, on grass","Start Time Weather: 73° F, Wind 9mph out to Leftfield, Cloudy."
"Tuesday, May 20, 2014","Attendance: 26,455","Night Game, on grass","Start Time Weather: 73° F, Wind 13mph in from Centerfield, Cloudy."
"Wednesday, May 21, 2014","Attendance: 28,944","Day Game, on grass","Start Time Weather: 78° F, Wind 7mph in from Rightfield, Overcast."
"Monday, May 26, 2014","Attendance: 33,677","Day Game, on grass","Start Time Weather: 84° F, Wind 3mph in from Leftfield, Sunny."
"Wednesday, May 28, 2014","Attendance: 24,830","Night Game, on grass","Start Time Weather: 83° F, Wind 1mph from Left to Right, Cloudy."
"Friday, May 30, 2014","Attendance: 31,659","Night Game, on grass","Start Time Weather: 73° F, Wind 1mph from Left to Right, Sunny."
"Saturday, May 31, 2014","Attendance: 35,164","Day Game, on grass","Start Time Weather: 73° F, Wind 6mph out to Centerfield, Sunny."
"Sunday, June 1, 2014","Attendance: 32,813","Day Game, on grass","Start Time Weather: 75° F, Wind 1mph in from Rightfield, Sunny."
"Tuesday, June 3, 2014","Attendance: 25,291","Night Game, on grass","Start Time Weather: 86° F, Wind 11mph in from Centerfield, Sunny."
"Wednesday, June 4, 2014","Attendance: 33,614","Night Game, on grass","Start Time Weather: 85° F, Wind 5mph out to Centerfield."
"Thursday, June 5, 2014","Attendance: 33,016","Day Game, on grass","Start Time Weather: 81° F, Wind 15mph from Left to Right, Cloudy."
"Tuesday, June 17, 2014","Attendance: 29,960","Night Game, on grass","Start Time Weather: 92° F, Wind 5mph out to Centerfield, Sunny."
"Wednesday, June 18, 2014","Attendance: 25,453","Night Game, on grass","Start Time Weather: 94° F, Wind 5mph in from Rightfield, Cloudy."
"Thursday, June 19, 2014","Attendance: 32,193","Night Game, on grass","Start Time Weather: 73° F, Wind 11mph in from Rightfield."
"Friday, June 20, 2014","Attendance: 36,608","Night Game, on grass","Start Time Weather: 82° F, Wind 0mph, Sunny."
"Saturday, June 21, 2014","Attendance: 40,677","Night Game, on grass","Start Time Weather: 71° F, Wind 5mph in from Rightfield, Overcast."
"Sunday, June 22, 2014","Attendance: 39,473","Day Game, on grass","Start Time Weather: 78° F, Wind 0mph."
"Monday, June 30, 2014","Attendance: 33,660","Night Game, on grass","Start Time Weather: 86° F, Wind 8mph in from Centerfield, Cloudy."
"Tuesday, July 1, 2014","Attendance: 26,033","Night Game, on grass","Start Time Weather: 91° F, Wind 1mph out to Rightfield, Cloudy."
"Wednesday, July 2, 2014","Attendance: 28,943","Night Game, on grass","Start Time Weather: 88° F, Wind 6mph out to Leftfield, Overcast."
"Friday, July 4, 2014","Attendance: 41,274","Day Game, on grass","Start Time Weather: 76° F, Wind 17mph in from Centerfield, Cloudy."
"Saturday, July 5, 2014","Attendance: 38,473","Day Game, on grass","Start Time Weather: 84° F, Wind 1mph in from Leftfield, Sunny."
"Sunday, July 6, 2014","Attendance: 32,941","Day Game, on grass","Start Time Weather: 85° F, Wind 13mph from Right to Left, Cloudy."
"Monday, July 7, 2014","Attendance: 35,126","Night Game, on grass","Start Time Weather: 92° F, Wind 14mph from Left to Right, Sunny."
"Friday, July 18, 2014","Attendance: 39,373","Night Game, on grass","Start Time Weather: 80° F, Wind 4mph out to Rightfield, Cloudy."
"Saturday, July 19, 2014","Attendance: 38,649","Night Game, on grass","Start Time Weather: 77° F, Wind 2mph in from Rightfield."
"Sunday, July 20, 2014","Attendance: 36,373","Day Game, on grass","Start Time Weather: 80° F, Wind 0mph, Overcast."
"Thursday, July 31, 2014","Attendance: 35,722","Night Game, on grass","Start Time Weather: 86° F, Wind 9mph out to Centerfield, Cloudy."
"Friday, August 1, 2014","Attendance: 28,410","Night Game, on grass","Start Time Weather: 79° F, Wind 15mph from Left to Right."
"Saturday, August 2, 2014","Attendance: 36,155","Night Game, on grass","Start Time Weather: 80° F, Wind 7mph out to Leftfield."
"Sunday, August 3, 2014","Attendance: 30,038","Day Game, on grass","Start Time Weather: 82° F, Wind 7mph in from Centerfield, Cloudy."
"Monday, August 4, 2014","Attendance: 42,181","Night Game, on grass","Start Time Weather: 87° F, Wind 5mph in from Rightfield, Cloudy."
"Tuesday, August 5, 2014","Attendance: 40,686","Night Game, on grass","Start Time Weather: 85° F, Wind 2mph from Left to Right, Cloudy."
"Wednesday, August 6, 2014","Attendance: 26,701","Night Game, on grass","Start Time Weather: 80° F, Wind 3mph from Left to Right, Cloudy."
"Thursday, August 7, 2014","Attendance: 38,611","Day Game, on grass","Start Time Weather: 80° F, Wind 3mph from Left to Right, Cloudy."
"Friday, August 15, 2014","Attendance: 36,945","Night Game, on grass","Start Time Weather: 81° F, Wind 4mph out to Rightfield, Cloudy."
"Saturday, August 16, 2014","Attendance: 41,880","Night Game, on grass","Start Time Weather: 84° F, Wind 4mph out to Rightfield, Sunny."
"Sunday, August 17, 2014","Attendance: 34,430","Night Game, on grass","Start Time Weather: 87° F, Wind 3mph out to Rightfield, Cloudy."
"Monday, August 18, 2014","Attendance: 21,292","Night Game, on grass","Start Time Weather: 81° F, Wind 4mph from Right to Left, Cloudy."
"Tuesday, August 19, 2014","Attendance: 26,827","Night Game, on grass","Start Time Weather: 80° F, Wind 4mph from Right to Left, Cloudy."
"Wednesday, August 20, 2014","Attendance: 24,113","Night Game, on grass","Start Time Weather: 74° F, Wind 4mph out to Rightfield."
"Thursday, August 21, 2014","Attendance: 32,311","Day Game, on grass","Start Time Weather: 87° F, Wind 3mph out to Rightfield, Overcast."
"Friday, August 22, 2014","Attendance: 33,718","Night Game, on grass","Start Time Weather: 82° F, Wind 7mph in from Leftfield."
"Saturday, August 23, 2014","Attendance: 34,137","Night Game, on grass","Start Time Weather: 73° F, Wind 5mph from Left to Right, Rain."
"Sunday, August 24, 2014","Attendance: 35,476","Day Game, on grass","Start Time Weather: 77° F, Wind 4mph in from Rightfield."
"Friday, September 5, 2014","Attendance: 27,437","Night Game, on grass","Start Time Weather: 89° F, Wind 3mph out to Leftfield, Cloudy."
"Saturday, September 6, 2014","Attendance: 37,408","Day Game, on grass","Start Time Weather: 93° F, Wind 1mph out to Centerfield, Cloudy."
"Sunday, September 7, 2014","Attendance: 29,108","Day Game, on grass","Start Time Weather: 75° F, Wind 4mph out to Centerfield, Sunny."
"Monday, September 8, 2014","Attendance: 25,448","Night Game, on grass","Start Time Weather: 70° F, Wind 15mph in from Rightfield."
"Tuesday, September 9, 2014","Attendance: 29,233","Night Game, on grass","Start Time Weather: 74° F, Wind 9mph in from Rightfield, Overcast."
"Wednesday, September 10, 2014","Attendance: 31,086","Day Game, on grass","Start Time Weather: 78° F, Wind 5mph out to Rightfield, Overcast."
"Tuesday, September 23, 2014","Attendance: 30,714","Night Game, on grass","Start Time Weather: 72° F, Wind 8mph in from Rightfield, Cloudy."
"Saturday, September 27, 2014","Attendance: 37,529","Day Game, on grass","Start Time Weather: 83° F, Wind 4mph in from Rightfield, Sunny."
"Sunday, September 28, 2014","Attendance: 35,085","Day Game, on grass","Start Time Weather: 79° F, Wind 3mph out to Centerfield, Sunny."
"Monday, April 1, 2013","Attendance: 45,274","Day Game, on grass","Start Time Weather: 61° F, Wind 15mph out to Rightfield, Cloudy."
"Wednesday, April 3, 2013","Attendance: 26,269","Night Game, on grass","Start Time Weather: 45° F, Wind 17mph in from Centerfield, Sunny."
"Thursday, April 4, 2013","Attendance: 25,123","Day Game, on grass","Start Time Weather: 47° F, Wind 7mph out to Rightfield."
"Tuesday, April 9, 2013","Attendance: 24,412","Night Game, on grass","Start Time Weather: 81° F, Wind 9mph from Left to Right, Sunny."
"Wednesday, April 10, 2013","Attendance: 24,586","Night Game, on grass","Start Time Weather: 82° F, Wind 12mph out to Centerfield, Cloudy."
"Thursday, April 11, 2013","Attendance: 24,785","Night Game, on grass","Start Time Weather: 78° F, Wind 10mph in from Centerfield."
"Friday, April 12, 2013","Attendance: 33,130","Night Game, on grass","Start Time Weather: 64° F, Wind 11mph in from Rightfield, Cloudy."
"Saturday, April 13, 2013","Attendance: 41,992","Day Game, on grass","Start Time Weather: 57° F, Wind 12mph in from Centerfield, Cloudy."
"Sunday, April 14, 2013","Attendance: 39,389","Day Game, on grass","Start Time Weather: 61° F, Wind 4mph in from Centerfield, Sunny."
"Monday, April 22, 2013","Attendance: 27,263","Night Game, on grass","Start Time Weather: 51° F, Wind 9mph from Right to Left."
"Tuesday, April 23, 2013","Attendance: 29,986","Night Game, on grass","Start Time Weather: 60° F, Wind 3mph from Right to Left, Sunny."
"Wednesday, April 24, 2013","Attendance: 33,694","Day Game, on grass","Start Time Weather: 69° F, Wind 7mph from Left to Right, Sunny."
"Thursday, April 25, 2013","Attendance: 24,748","Night Game, on grass","Start Time Weather: 63° F, Wind 1mph in from Rightfield, Sunny."
"Friday, April 26, 2013","Attendance: 32,995","Night Game, on grass","Start Time Weather: 62° F, Wind 0mph, Cloudy."
"Saturday, April 27, 2013","Attendance: 38,903","Day Game, on grass","Start Time Weather: 65° F, Wind 3mph in from Rightfield, Sunny."
"Sunday, April 28, 2013","Attendance: 36,457","Day Game, on grass","Start Time Weather: 66° F, Wind 3mph from Right to Left."
"Wednesday, May 8, 2013","Attendance: 34,893","Night Game, on grass","Start Time Weather: 59° F, Wind 5mph out to Centerfield."
"Thursday, May 9, 2013","Attendance: 28,742","Day Game, on grass","Start Time Weather: 71° F, Wind 6mph from Left to Right."
"Friday, May 10, 2013","Attendance: 37,191","Night Game, on grass","Start Time Weather: 80° F, Wind 1mph out to Rightfield, Cloudy."
"Saturday, May 11, 2013","Attendance: 37,116","Day Game, on grass","Start Time Weather: 76° F, Wind 10mph out to Rightfield, Overcast."
"Sunday, May 12, 2013","Attendance: 38,788","Day Game, on grass","Start Time Weather: 63° F, Wind 19mph from Left to Right, Cloudy."
"Friday, May 24, 2013","Attendance: 28,980","Night Game, on grass","Start Time Weather: 53° F, Wind 11mph in from Centerfield."
"Saturday, May 25, 2013","Attendance: 38,012","Night Game, on grass","Start Time Weather: 63° F, Wind 11mph from Left to Right, Cloudy."
"Sunday, May 26, 2013","Attendance: 39,033","Day Game, on grass","Start Time Weather: 65° F, Wind 9mph from Left to Right, Sunny."
"Monday, May 27, 2013","Attendance: 41,260","Day Game, on grass","Start Time Weather: 70° F, Wind 2mph from Right to Left, Overcast."
"Tuesday, May 28, 2013","Attendance: 35,664","Night Game, on grass","Start Time Weather: 70° F, Wind 4mph from Right to Left, Cloudy."
"Tuesday, June 4, 2013","Attendance: 31,473","Night Game, on grass","Start Time Weather: 72° F, Wind 2mph out to Leftfield, Sunny."
"Wednesday, June 5, 2013","Attendance: 36,155","Night Game, on grass","Start Time Weather: 76° F, Wind 4mph from Right to Left, Sunny."
"Saturday, June 8, 2013","Attendance: 41,587","Day Game, on grass","Start Time Weather: 82° F, Wind 3mph from Left to Right, Sunny."
"Thursday, June 20, 2013","Attendance: 31,927","Night Game, on grass","Start Time Weather: 75° F, Wind 5mph out to Leftfield, Cloudy."
"Friday, June 21, 2013","Attendance: 34,917","Night Game, on grass","Start Time Weather: 80° F, Wind 3mph out to Rightfield, Sunny."
"Saturday, June 22, 2013","Attendance: 35,787","Day Game, on grass","Start Time Weather: 80° F, Wind 4mph out to Centerfield, Sunny."
"Sunday, June 23, 2013","Attendance: 39,307","Day Game, on grass","Start Time Weather: 79° F, Wind 2mph in from Centerfield, Overcast."
"Tuesday, June 25, 2013","Attendance: 30,287","Night Game, on grass","Start Time Weather: 90° F, Wind 9mph out to Rightfield, Cloudy."
"Wednesday, June 26, 2013","Attendance: 31,172","Night Game, on grass","Start Time Weather: 82° F, Wind 5mph from Left to Right."
"Thursday, June 27, 2013","Attendance: 32,948","Night Game, on grass","Start Time Weather: 74° F, Wind 5mph out to Rightfield, Overcast."
"Monday, July 1, 2013","Attendance: 24,889","Night Game, on grass","Start Time Weather: 80° F, Wind 3mph out to Leftfield."
"Tuesday, July 2, 2013","Attendance: 24,897","Night Game, on grass","Start Time Weather: 75° F, Wind 1mph out to Leftfield, Drizzle."
"Wednesday, July 3, 2013","Attendance: 28,920","Night Game, on grass","Start Time Weather: 84° F, Wind 1mph in unknown direction, Cloudy."
"Thursday, July 4, 2013","Attendance: 38,221","Day Game, on grass","Start Time Weather: 80° F, Wind 2mph in from Rightfield."
"Friday, July 5, 2013","Attendance: 33,979","Night Game, on grass","Start Time Weather: 88° F, Wind 2mph out to Centerfield, Cloudy."
"Saturday, July 6, 2013","Attendance: 33,314","Day Game, on grass","Start Time Weather: 90° F, Wind 4mph out to Leftfield, Cloudy."
"Sunday, July 7, 2013","Attendance: 31,483","Day Game, on grass","Start Time Weather: 90° F, Wind 14mph out to Leftfield."
"Friday, July 19, 2013","Attendance: 39,146","Night Game, on grass","Start Time Weather: 92° F, Wind 4mph from Left to Right."
"Saturday, July 20, 2013","Attendance: 41,816","Night Game, on grass","Start Time Weather: 92° F, Wind 12mph from Left to Right, Cloudy."
"Sunday, July 21, 2013","Attendance: 34,758","Day Game, on grass","Start Time Weather: 89° F, Wind 3mph in from Centerfield, Cloudy."
"Monday, July 22, 2013","Attendance: 29,200","Night Game, on grass","Start Time Weather: 86° F, Wind 6mph out to Centerfield."
"Tuesday, July 23, 2013","Attendance: 32,976","Night Game, on grass","Start Time Weather: 83° F, Wind 7mph in from Rightfield, Sunny."
"Wednesday, July 24, 2013","Attendance: 33,636","Night Game, on grass","Start Time Weather: 81° F, Wind 10mph in from Centerfield, Cloudy."
"Thursday, July 25, 2013","Attendance: 38,862","Day Game, on grass","Start Time Weather: 73° F, Wind 2mph in from Centerfield, Sunny."
"Saturday, July 27, 2013","Attendance: 37,464","Day Game, on grass","Start Time Weather: 83° F, Wind 8mph out to Rightfield."
"Sunday, July 28, 2013","Attendance: 31,467","Day Game, on grass","Start Time Weather: 81° F, Wind 2mph out to Centerfield."
"Monday, August 5, 2013","Attendance: 33,002","Night Game, on grass","Start Time Weather: 77° F, Wind 2mph out to Leftfield, Cloudy."
"Tuesday, August 6, 2013","Attendance: 30,875","Night Game, on grass","Start Time Weather: 72° F, Wind 1mph out to Rightfield."
"Wednesday, August 7, 2013","Attendance: 29,114","Night Game, on grass","Start Time Weather: 81° F, Wind 1mph out to Centerfield."
"Friday, August 9, 2013","Attendance: 27,831","Night Game, on grass","Start Time Weather: 87° F, Wind 14mph in from Leftfield, Cloudy."
"Saturday, August 10, 2013","Attendance: 32,676","Night Game, on grass","Start Time Weather: 82° F, Wind 8mph from Left to Right, Cloudy."
"Sunday, August 11, 2013","Attendance: 32,355","Night Game, on grass","Start Time Weather: 83° F, Wind 9mph from Left to Right, Cloudy."
"Tuesday, August 13, 2013","Attendance: 27,304","Night Game, on grass","Start Time Weather: 84° F, Wind 3mph in from Rightfield."
"Wednesday, August 14, 2013","Attendance: 30,657","Night Game, on grass","Start Time Weather: 72° F, Wind 8mph from Left to Right, Cloudy."
"Thursday, August 15, 2013","Attendance: 36,719","Day Game, on grass","Start Time Weather: 76° F, Wind 6mph out to Rightfield, Sunny."
"Tuesday, August 27, 2013","Attendance: 24,616","Night Game, on grass","Start Time Weather: 84° F, Wind 8mph out to Leftfield, Cloudy."
"Wednesday, August 28, 2013","Attendance: 24,394","Night Game, on grass","Start Time Weather: 76° F, Wind 6mph from Left to Right, Overcast."
"Thursday, August 29, 2013","Attendance: 27,374","Night Game, on grass","Start Time Weather: 82° F, Wind 5mph in from Rightfield, Cloudy."
"Friday, August 30, 2013","Attendance: 35,008","Night Game, on grass","Start Time Weather: 82° F, Wind 9mph out to Centerfield, Sunny."
"Saturday, August 31, 2013","Attendance: 34,481","Night Game, on grass","Start Time Weather: 84° F, Wind 7mph in from Centerfield."
